ACCTTYPE,IMPDESCRIPTION,EXT CONDITION,INT CONDITION,IMPQUALITY,AYB,EYB,IMPNETSF,BEDROOMCOUNT,BATHCOUNT,MaxOfCURR ACT,ECONOMICAREACODE
Residential,Manufactured Housing,Average,,Average,1996,1996,396.0,2.0,1.0,108110,8
Residential,Manufactured Housing,Average,,Average,1996,1996,396.0,2.0,1.0,108110,8
Residential,MANUFACTURED HOUSING,Average,,Average,1996,1996,1216.0,3.0,1.7,102750,1
Residential,MANUFACTURED HOUSING,Average,,Average,1996,1996,924.0,0.0,2.0,75680,8
Residential,MANUFACTURED HOUSING,Average,,Average,1997,1997,924.0,3.0,2.0,59460,1
Residential,MANUFACTURED HOUSING,Below Average,,Average,1996,1996,1120.0,0.0,1.0,73380,8
Residential,Manufactured Housing,Average,,Low,1963,1991,494.0,1.0,1.0,34440,1
Residential,MANUFACTURED HOUSING,Average,,Good,2004,2004,1344.0,4.0,2.0,156160,1
Residential,Manufactured Housing,Average,,Good,1997,1997,1484.0,4.0,2.0,217040,1
Residential,MANUFACTURED HOUSING,Average,,Fair,1981,1981,677.0,2.0,1.0,101880,2
Residential,MANUFACTURED HOUSING,Average,,Average,1997,1997,1064.0,0.0,1.0,168060,2
Residential,MANUFACTURED HOUSING,Average,,Good,1997,1997,1350.0,3.0,1.5,149720,8
Residential,Manufactured Housing,Average,,Average,1997,1997,420.0,2.0,1.0,81900,1
Residential,MANUFACTURED HOUSING,Average,,Average,1997,1997,385.0,2.0,1.0,40040,1
Residential,MANUFACTURED HOUSING,Average,,Average,1997,1997,1216.0,3.0,1.0,51380,1
Residential,MANUFACTURED HOUSING,Average,,Average,1988,1998,1178.0,3.0,1.5,99540,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1216.0,3.0,1.5,51380,1
Residential,MANUFACTURED HOUSING,Good,,Average,1997,1997,385.0,1.0,1.0,40040,1
Residential,MANUFACTURED HOUSING,Average,,Average,1994,1994,385.0,3.0,1.0,41180,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1178.0,3.0,1.5,99540,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1178.0,3.0,2.0,99540,1
Residential,Manufactured Housing,Average,,Average,1998,1998,1140.0,3.0,2.0,96330,1
Residential,MANUFACTURED HOUSING,Good,,Average,1998,1998,1178.0,3.0,2.0,124430,1
Residential,Manufactured Housing,Average,,Average,1998,1998,1148.0,3.0,2.0,97010,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1178.0,3.0,2.0,99540,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1178.0,3.0,2.0,99540,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1178.0,3.0,2.0,99540,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1178.0,3.0,2.0,99540,1
Residential,Manufactured Housing,Average,,Average,1998,1998,1280.0,2.0,2.0,113570,1
Residential,MANUFACTURED HOUSING,Average,,Fair,1981,1981,966.0,3.0,1.0,45210,1
Residential,MANUFACTURED HOUSING,Average,,Average,1966,1996,728.0,2.0,1.0,46850,1
Residential,MANUFACTURED HOUSING,Average,,Fair,1974,1974,980.0,2.0,2.0,45860,1
Residential,Manufactured Housing,Average,,Average,1998,1998,1216.0,3.0,2.0,141290,1
Residential,MANUFACTURED HOUSING,Below Average,,Average,1995,1995,924.0,3.0,2.0,47570,1
Residential,MANUFACTURED HOUSING,Average,,Average,1997,1997,1280.0,3.0,2.0,124380,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1178.0,3.0,2.0,114470,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,868.0,3.0,2.0,73350,1
Residential,MANUFACTURED HOUSING,Average,,Average,1999,1999,1216.0,3.0,2.0,102750,1
Residential,MANUFACTURED HOUSING,Average,,Average,1999,1999,1008.0,3.0,2.0,159210,2
Residential,MANUFACTURED HOUSING,Average,,Average,1999,1999,402.0,1.0,1.0,41810,1
Residential,MANUFACTURED HOUSING,Average,,Average,2000,2000,1280.0,4.0,2.0,113570,8
Residential,Manufactured Housing,Average,,Good,1999,1999,1296.0,3.0,2.0,189540,1
Residential,MANUFACTURED HOUSING,Average,,Average,1991,1991,1280.0,4.0,2.0,108160,1
Residential,MH PARK EC1,Average,,Average,1998,1998,1280.0,3.0,2.0,108160,1
Residential,MH PARK EC1,Average,,Average,1994,1994,1280.0,4.0,2.0,108160,1
Residential,Manufactured Housing,Average,,Low,1964,1964,590.0,2.0,1.0,41130,1
Residential,MANUFACTURED HOUSING,Average,,Average,2000,2000,1216.0,3.0,2.0,102750,1
Residential,MANUFACTURED HOUSING,Average,,Average,2001,2001,1216.0,3.0,2.0,143850,8
Residential,MH PARK EC1,Average,,Average,1999,1999,1224.0,3.0,2.0,103430,1
Residential,MH PARK EC8,Average,,Average,2001,2001,1216.0,3.0,1.75,143850,8
Residential,Manufactured Housing,Average,,Average,2000,2000,1200.0,3.0,1.75,126750,8
Residential,MH PARK EC1,Average,,Average,1999,1999,1216.0,3.0,1.0,102750,1
Residential,MH PARK EC1,Average,,Average,2002,2002,387.0,1.0,1.0,40250,1
Residential,MANUFACTURED HOUSING,Average,,Average,2003,2003,387.0,1.0,1.0,41910,1
Residential,MANUFACTURED HOUSING,Average,,Average,2003,2003,390.0,1.0,1.0,40560,1
Residential,MANUFACTURED HOUSING,Average,,Average,2003,2003,401.0,1.0,1.0,41180,1
Residential,MH PARK EC1,Average,,Average,1993,1993,728.0,2.0,1.0,46850,1
Residential,Manufactured Housing,Average,,Average,2004,2004,416.0,1.0,1.0,41910,1
Residential,MH PARK EC1,Average,,Average,2005,2005,579.0,1.0,1.0,60220,1
Residential,Manufactured Housing,Average,,Average,2000,2000,1056.0,3.0,2.0,89230,1
Residential,MANUFACTURED HOUSING,Average,,Average,2005,2005,408.0,1.0,1.0,42430,1
Residential,MANUFACTURED HOUSING,Average,,Average,1998,1998,1056.0,3.0,2.0,89230,1
Residential,MANUFACTURED HOUSING,Average,,Fair,1998,1998,840.0,3.0,2.0,43240,1
Residential,MANUFACTURED HOUSING,Average,,Fair,1973,1978,896.0,2.0,1.0,44030,1
Residential,MANUFACTURED HOUSING,Average,,Average,2007,2007,1176.0,3.0,2.0,99370,1
Residential,Manufactured Housing,Average,,Average,2007,2007,399.0,1.0,1.0,41500,1
Residential,MANUFACTURED HOUSING,Average,,Fair,1995,1995,1120.0,3.0,2.0,110070,8
Residential,MANUFACTURED HOUSING,Average,,Average,1993,1993,931.0,3.0,2.0,62630,1
Residential,MANUFACTURED HOUSING,Average,,Average,1969,1985,1152.0,3.0,1.5,102210,1
Residential,MANUFACTURED HOUSING,Average,,Good,1995,1999,1280.0,3.0,2.0,135200,1
Residential,Manufactured Housing,Below Average,,Average,1995,1995,1178.0,3.0,2.0,79630,1
Residential,Manufactured Housing,Good,,Average,2002,2008,616.0,1.0,1.0,50370,8
Residential,Manufactured Housing,Excellent,,Average,2013,2013,1116.0,,,117880,1
Residential,Manufactured Housing,Excellent,,Average,2013,2013,1152.0,,,121680,1
Residential,Manufactured Housing,Average,,Good,1999,1999,1920.0,3.0,2.0,294840,1
Residential,Manufactured Housing,Good,,Average,2016,2016,0.0,3.0,2.0,128440,1
Residential,Manufactured Housing,Excellent,,Good,2017,2017,0.0,3.0,2.0,178860,1
Residential,Manufactured Housing,Excellent,,Good,2017,2017,0.0,4.0,2.0,296490,1
Residential,MANUFACTURED HOUSING,Excellent,,Average,2018,2018,924.0,3.0,2.0,174200,8
Residential,Manufactured Housing,Excellent,,Average,2018,2018,0.0,3.0,2.0,110910,1
Residential,Manufactured Housing,Excellent,,Average,2018,2018,0.0,3.0,2.0,110910,1
Residential,Manufactured Housing,Excellent,,Good,2020,2020,0.0,2.0,1.0,78830,1
Residential,Manufactured Housing,Excellent,,Good,2019,2019,0.0,1.0,1.0,143650,1
Residential,Manufactured Housing,Excellent,,Good,2020,2020,0.0,2.0,2.0,122000,1
Residential,Manufactured Housing,Excellent,,Good,2020,2020,990.0,3.0,2.0,130710,1
Residential,Manufactured Housing,Excellent,,Good,2020,2020,0.0,2.0,2.0,158020,1
Residential,MANUFACTURED HOUSING,Excellent,,Average,2022,2022,924.0,3.0,2.0,90210,8
Residential,Manufactured Housing,Excellent,Excellent,Average,2022,2022,0.0,3.0,2.0,142590,8
Residential,Manufactured Housing,Very Good,,Good,2023,2023,0.0,2.0,2.0,126060,1
Residential,Manufactured Housing,Excellent,,Good,2022,2022,0.0,3.0,3.0,319740,1
Residential,Manufactured Housing,Very Good,,Good,2024,2024,0.0,2.0,2.0,122000,1
Residential,Manufactured Housing,Very Good,,Good,2024,2024,0.0,2.0,2.0,122000,1
Residential,Manufactured Housing,Very Good,,Good,2024,2024,0.0,2.0,2.0,122000,1
Residential,Manufactured Housing,Very Good,,Average,2023,2023,0.0,2.0,2.0,121680,1
Residential,Manufactured Housing,Very Good,,Good,2025,2025,0.0,2.0,2.0,122000,1
Residential,Manufactured Housing,Very Good,,Good,2025,2025,0.0,2.0,2.0,122000,1
Residential,Manufactured Housing,Very Good,,Good,2025,2025,0.0,2.0,2.0,122000,1
Residential,Manufactured Housing,Very Good,,Good,2025,2025,0.0,2.0,2.0,122000,1
Residential,Manufactured Housing,Very Good,,Good,2025,2025,0.0,2.0,2.0,111830,1
Residential,Manufactured Housing,Average,,Average,1985,1985,0.0,2.0,2.0,34400,1
Residential,Single Family Dwelling,Average,,Average,1995,1996,1904.0,3.0,2.0,401140,1
Residential,Single Family Dwelling,Average,,Fair,1980,1981,1129.0,3.0,2.0,235840,1
Residential,Single Family Dwelling,Average,,Fair,1993,1994,2263.0,2.0,2.0,339930,1
Residential,Single Family Dwelling,Average,,Fair,1995,1995,1786.0,3.0,2.0,313950,1
Residential,Single Family Dwelling,Average,,Average,1984,1984,1511.0,2.0,2.0,340300,1
Residential,Single Family Dwelling,Average,,Fair,1992,1992,1430.0,3.0,2.0,253860,1
Residential,Single Family Dwelling,Excellent,,Very Good,2023,2023,2472.0,3.0,4.0,839430,1
Residential,Single Family Dwelling,Average,,Average,1992,1992,2119.0,4.0,3.0,508210,1
Residential,Single Family Dwelling,Average,,Fair,1964,1969,2052.0,4.0,2.0,351390,1
Residential,EC 1 MANUFACT PURGED/ MSO,Average,,Average,1960,1972,1110.0,4.0,2.0,204620,1
Residential,Single Family Dwelling,Average,,Average,1909,1974,1963.0,3.0,2.0,365720,1
Residential,Single Family Dwelling,Average,,Fair,1925,1960,802.0,2.0,1.0,183640,1
Residential,Single Family Dwelling,Average,,Fair,1949,1990,3035.0,2.0,2.0,440170,1
Residential,Single Family Dwelling,Average,,Average,2008,2008,1559.0,2.0,1.0,479340,1
Residential,Single Family Dwelling,Average,,Fair,1971,1980,1380.0,6.0,3.0,362210,1
Residential,Single Family Dwelling,Average,,Fair,1962,1972,1040.0,4.0,2.0,358640,1
Residential,Single Family Dwelling,Average,,Fair,1962,1972,1188.0,4.0,2.0,400120,1
Residential,Single Family Dwelling,Average,,Fair,1963,1974,1508.0,3.0,2.0,428920,1
Residential,Single Family Dwelling,Average,,Fair,1963,1976,1176.0,2.0,2.0,420620,1
Residential,Single Family Dwelling,Average,,Fair,1962,1974,1056.0,2.0,2.0,323490,1
Residential,Single Family Dwelling,Average,,Fair,1962,1974,960.0,3.0,1.0,272370,1
Residential,Single Family Dwelling,Average,,Fair,1962,1972,1464.0,2.0,1.0,340680,1
Residential,Single Family Dwelling,Average,,Fair,1962,1972,960.0,4.0,2.0,384330,1
Residential,Single Family Dwelling,Average,,Fair,1962,1973,840.0,4.0,3.0,369130,1
Residential,Single Family Dwelling,Average,,Fair,1963,1972,1040.0,3.0,2.0,352880,1
Residential,Single Family Dwelling,Average,,Fair,1977,1977,1107.0,5.0,2.0,418530,1
Residential,Single Family Dwelling,Average,,Fair,1978,1978,1469.0,4.0,2.0,443200,1
Residential,Single Family Dwelling,Average,,Fair Plus,1978,1986,0.0,4.0,4.0,703470,1
Residential,Single Family Dwelling,Average,,Fair,1978,1978,1469.0,4.0,2.0,463240,1
Residential,Single Family Dwelling,Average,,Fair,1961,1974,1224.0,4.0,2.0,361660,1
Residential,Single Family Dwelling,Average,,Fair,1972,1978,1992.0,4.0,2.0,376710,1
Residential,Single Family Dwelling,Average,,Fair,1961,1995,960.0,6.0,2.0,407930,1
Residential,Single Family Dwelling,Average,,Fair,1961,1961,936.0,4.0,2.0,373420,1
Residential,Single Family Dwelling,Average,,Fair,1961,1961,960.0,4.0,2.0,355410,1
Residential,Single Family Dwelling,Average,,Fair,1961,1985,960.0,4.0,2.0,594330,1
Residential,Single Family Dwelling,Average,,Fair,1961,1971,936.0,3.0,1.0,334590,1
Residential,Single Family Dwelling,Average,,Fair,1977,1977,1470.0,4.0,3.0,442420,1
Residential,Single Family Dwelling,Average,,Fair,1977,1977,1469.0,4.0,3.0,442320,1
Residential,Single Family Dwelling,Average,,Fair,1960,1981,1274.0,3.0,2.0,336020,1
Residential,Single Family Dwelling,Average,,Fair,1961,1965,960.0,4.0,2.0,390650,1
Residential,Single Family Dwelling,Average,,Fair,1961,1971,960.0,4.0,2.0,337040,1
Residential,Single Family Dwelling,Average,,Fair,1961,1972,960.0,3.0,2.0,351820,1
Residential,Single Family Dwelling,Average,,Fair,1961,1971,960.0,4.0,2.0,353880,1
Residential,Single Family Dwelling,Average,,Fair,1961,1985,960.0,3.0,2.0,385320,1
Residential,Single Family Dwelling,Average,,Fair,1961,1971,960.0,3.0,2.0,327140,1
Residential,Single Family Dwelling,Average,,Fair,1961,1972,1324.0,4.0,2.0,413520,1
Residential,Single Family Dwelling,Average,,Fair,1961,1972,960.0,5.0,2.0,295820,1
Residential,Single Family Dwelling,Average,,Fair,1958,1970,988.0,3.0,2.0,317770,1
Residential,Single Family Dwelling,Minimum,,Fair,1960,1960,1198.0,2.0,2.0,195110,1
Residential,Single Family Dwelling,Average,,Average,1960,1978,1758.0,3.0,3.0,576450,1
Residential,Single Family Dwelling,Average,,Fair,1958,1972,988.0,0.0,2.0,339310,1
Residential,Single Family Dwelling,Average,,Fair,1958,1970,1296.0,3.0,2.0,307090,1
Residential,Single Family Dwelling,Average,,Fair,1960,1980,1588.0,3.0,2.0,362530,1
Residential,Single Family Dwelling,Average,,Fair,1960,1972,1532.0,3.0,1.0,350050,1
Residential,Single Family Dwelling,Average,,Fair,1962,1974,1458.0,4.0,2.0,430760,1
Residential,Single Family Dwelling,Average,,Fair,1958,1971,1636.0,3.0,2.0,361830,1
Residential,Single Family Dwelling,Average,,Fair,1960,1971,988.0,3.0,2.0,380090,1
Residential,Single Family Dwelling,Average,,Fair,1960,1971,988.0,3.0,1.0,315530,1
Residential,Single Family Dwelling,Average,,Fair,1960,1971,988.0,4.0,1.0,332270,1
Residential,Single Family Dwelling,Average,,Fair,1960,1971,988.0,4.0,2.0,390560,1
Residential,Single Family Dwelling,Average,,Fair,1958,1971,1209.0,5.0,2.0,402410,1
Residential,Single Family Dwelling,Average,,Fair,1962,1972,1772.0,5.0,3.0,462490,1
Residential,Single Family Dwelling,Average,,Fair,1960,1960,1020.0,4.0,2.0,394030,1
Residential,Single Family Dwelling,Average,,Fair,1960,1971,1274.0,5.0,2.0,432310,1
Residential,Single Family Dwelling,Average,,Fair,1960,1971,1419.0,5.0,2.0,351580,1
Residential,Single Family Dwelling,Average,,Fair,1957,1983,988.0,3.0,2.0,282750,1
Residential,Single Family Dwelling,Average,,Fair,1957,1957,1383.0,3.0,2.0,339990,1
Residential,Single Family Dwelling,Average,,Fair,1957,1969,1163.0,3.0,1.0,328250,1
Residential,Single Family Dwelling,Average,,Fair,1957,1971,1443.0,3.0,1.0,350990,1
Residential,Single Family Dwelling,Average,,Fair,1957,1967,1514.0,4.0,2.0,345840,1
Residential,Single Family Dwelling,Average,,Fair,1957,1975,1531.0,3.0,2.0,353960,1
Residential,Single Family Dwelling,Average,,Fair,1958,1975,1724.0,4.0,3.0,384760,1
Residential,Single Family Dwelling,Average,,Fair,1958,1977,1824.0,4.0,2.0,403710,1
Residential,Single Family Dwelling,Average,,Fair,1957,1978,1224.0,3.0,1.0,301560,1
Residential,Single Family Dwelling,Average,,Fair,1957,1969,1955.0,3.0,2.0,419920,1
Residential,Single Family Dwelling,Average,,Fair,1960,1987,1007.0,3.0,2.0,288770,1
Residential,Single Family Dwelling,Average,,Fair,1957,1966,1224.0,4.0,2.0,305140,1
Residential,Single Family Dwelling,Average,,Fair,1957,1974,1143.0,3.0,2.0,297980,1
Residential,Single Family Dwelling,Average,,Fair,1957,1968,1549.0,3.0,2.0,348120,1
Residential,Single Family Dwelling,Average,,Fair,1968,1974,1562.0,3.0,3.0,511680,1
Residential,Single Family Dwelling,Average,,Fair,1966,1966,1232.0,4.0,3.0,380190,1
Residential,Single Family Dwelling,Average,,Fair,1957,1969,1143.0,3.0,1.0,295420,1
Residential,Single Family Dwelling,Average,,Fair,1957,1980,1275.0,3.0,1.0,335460,1
Residential,Single Family Dwelling,Average,,Fair,1957,1970,1224.0,3.0,1.0,328610,1
Residential,Single Family Dwelling,Average,,Fair,1957,1990,1611.0,3.0,2.0,391770,1
Residential,Single Family Dwelling,Average,,Fair,1964,1964,1080.0,4.0,2.0,408090,1
Residential,Single Family Dwelling,Average,,Fair,1974,1975,1260.0,4.0,2.0,460420,1
Residential,Single Family Dwelling,Average,,Fair,1978,1986,1984.0,4.0,2.0,381370,1
Residential,Single Family Dwelling,Average,,Fair,1972,1972,1440.0,3.0,2.0,314490,1
Residential,Single Family Dwelling,Average,,Fair Plus,1963,1963,1092.0,3.0,2.0,435160,1
Residential,Single Family Dwelling,Average,,Fair,1957,1971,1419.0,3.0,1.0,332660,1
Residential,Single Family Dwelling,Average,,Fair,1957,1968,1383.0,3.0,1.0,345400,1
Residential,Single Family Dwelling,Average,,Fair,1957,1967,1129.0,3.0,2.0,301370,1
Residential,Single Family Dwelling,Average,,Fair,1960,1965,1170.0,4.0,2.0,356530,1
Residential,Single Family Dwelling,Average,,Fair,1963,1972,1225.0,4.0,2.0,420150,1
Residential,Single Family Dwelling,Average,,Fair,1963,1963,1740.0,6.0,3.0,403150,1
Residential,Single Family Dwelling,Average,,Fair,1963,1975,1343.0,3.0,1.0,337050,1
Residential,Single Family Dwelling,Average,,Fair,1964,1974,1248.0,3.0,1.0,313500,1
Residential,Single Family Dwelling,Average,,Fair,1964,1973,1456.0,3.0,2.0,427200,1
Residential,Single Family Dwelling,Average,,Fair,1963,1967,1352.0,3.0,2.0,376970,1
Residential,Single Family Dwelling,Average,,Fair,1965,1974,850.0,4.0,2.0,344690,1
Residential,Single Family Dwelling,Average,,Fair,1963,1973,1040.0,4.0,2.0,356400,1
Residential,Single Family Dwelling,Average,,Fair,1963,1972,988.0,3.0,2.0,347380,1
Residential,Single Family Dwelling,Average,,Fair,1969,1976,1439.0,4.0,3.0,447750,1
Residential,Single Family Dwelling,Average,,Fair,1973,1978,1248.0,3.0,2.0,407940,1
Residential,Single Family Dwelling,Average,,Fair,1961,1988,1177.0,3.0,1.0,311950,1
Residential,Single Family Dwelling,Average,,Fair,1962,1973,1512.0,4.0,2.0,457610,1
Residential,Single Family Dwelling,Average,,Fair,1957,1971,1416.0,3.0,2.0,351510,1
Residential,Single Family Dwelling,Average,,Fair,1963,1963,1040.0,4.0,2.0,348840,1
Residential,Single Family Dwelling,Average,,Fair,1975,1975,1080.0,5.0,2.0,395180,1
Residential,Single Family Dwelling,Average,,Fair,1975,1975,1236.0,4.0,2.0,397650,1
Residential,Single Family Dwelling,Average,,Fair,1975,1979,1236.0,4.0,2.0,400800,1
Residential,Single Family Dwelling,Average,,Fair,1974,1979,2124.0,4.0,2.0,435510,1
Residential,Single Family Dwelling,Average,,Fair,1974,1979,1218.0,3.0,2.0,327140,1
Residential,Single Family Dwelling,Average,,Fair,1973,1980,1248.0,3.0,2.0,328960,1
Residential,Single Family Dwelling,Average,,Fair,1972,1972,1420.0,3.0,2.0,340580,1
Residential,Single Family Dwelling,Average,,Fair,1972,1979,1232.0,3.0,2.0,315040,1
Residential,Single Family Dwelling,Average,,Average,1966,1974,2150.0,4.0,3.0,544410,1
Residential,Single Family Dwelling,Average,,Fair,1963,1978,1352.0,5.0,2.0,347030,1
Residential,Single Family Dwelling,Average,,Fair,1964,1973,1092.0,3.0,1.0,292170,1
Residential,Single Family Dwelling,Average,,Fair,1963,1972,1040.0,4.0,2.0,353850,1
Residential,Single Family Dwelling,Average,,Fair,1964,1965,1092.0,3.0,1.0,290480,1
Residential,Single Family Dwelling,Average,,Fair,1964,1975,1605.0,3.0,2.0,438460,1
Residential,Single Family Dwelling,Average,,Fair,1962,1972,960.0,4.0,2.0,384330,1
Residential,Single Family Dwelling,Average,,Fair,1965,1965,912.0,3.0,2.0,325560,1
Residential,Single Family Dwelling,Average,,Fair Plus,1963,1972,1040.0,4.0,2.0,416290,1
Residential,Single Family Dwelling,Average,,Fair,1963,1970,1538.0,3.0,2.0,456450,1
Residential,Single Family Dwelling,Below Average,,Fair,1965,1976,1608.0,5.0,3.0,329510,1
Residential,Single Family Dwelling,Average,,Fair,1973,1973,1248.0,3.0,2.0,325520,1
Residential,Single Family Dwelling,Average,,Average,1976,1982,1220.0,4.0,2.0,508280,1
Residential,Single Family Dwelling,Average,,Fair,1976,1979,1458.0,4.0,2.0,452650,1
Residential,Single Family Dwelling,Average,,Fair,1976,1978,1779.0,4.0,2.0,462040,1
Residential,Single Family Dwelling,Average,,Fair,1976,1976,1290.0,4.0,2.0,407640,1
Residential,Single Family Dwelling,Average,,Fair,1976,1976,996.0,4.0,2.0,398610,1
Residential,Single Family Dwelling,Average,,Fair,1976,1988,1730.0,0.0,2.0,508900,1
Residential,Single Family Dwelling,Average,,Fair,1974,1979,640.0,0.0,1.0,627140,1
Residential,Single Family Dwelling,Average,,Fair,1950,1965,1673.0,3.0,2.0,405790,1
Residential,Single Family Dwelling,Average,,Fair,1979,1979,1020.0,2.0,1.0,303240,1
Residential,Single Family Dwelling,Average,,Average,1926,1970,2594.0,3.0,2.0,593030,1
Residential,Single Family Dwelling,Average,,Fair,1957,1991,1337.0,3.0,1.0,359120,1
Residential,Manufactured Housing,Average,,Average,1971,1988,1530.0,2.0,2.0,215940,1
Residential,Manufactured Housing,Average,,Good,1998,1998,984.0,3.0,2.0,142710,1
Residential,Single Family Dwelling,Average,,Fair,1940,1940,818.0,2.0,1.0,191930,1
Residential,EC 1 MANUFACT PURGED/ MSO,Average,,Average,1975,1975,1420.0,4.0,2.0,203620,1
Residential,Apartments,Below Average,,Low,1939,1951,3912.0,6.0,9.0,422590,1
Residential,Single Family Dwelling,Average,,Fair,1882,1942,1256.0,3.0,1.0,353030,1
Residential,Single Family Dwelling,Average,,Fair,1947,1975,1344.0,2.0,1.0,417170,1
Residential,Single Family Dwelling,Average,,Fair,1890,1953,1644.0,2.0,1.0,445350,1
Residential,Single Family Dwelling,Average,,Fair,1971,1971,878.0,3.0,2.0,395560,1
Residential,Single Family Dwelling,Average,,Fair,1983,1983,1462.0,4.0,2.0,376140,1
Residential,Single Family Dwelling,Average,,Low,1850,1947,1406.0,2.0,1.0,237060,1
Residential,Single Family Dwelling,Good,,Average,1955,1981,1485.0,3.0,2.0,475630,1
Residential,Single Family Dwelling,Average,,Fair,1960,1960,832.0,2.0,1.0,262130,1
Residential,Single Family Dwelling,Average,,Fair,1940,1970,1003.0,2.0,1.0,288190,1
Residential,Single Family Dwelling,Average,,Fair,1983,1983,2011.0,4.0,3.0,447390,1
Residential,Single Family Dwelling,Average,,Fair,1964,1973,1484.0,2.0,2.0,368760,1
Residential,Single Family Dwelling,Average,,Average,1964,1966,2267.0,4.0,3.0,613260,1
Residential,Single Family Dwelling,Average,,Fair,1937,1985,2412.0,4.0,3.0,481190,1
Residential,Single Family Dwelling,Average,,Fair,1964,1973,841.0,2.0,1.0,264290,1
Residential,Single Family Dwelling,Average,,Fair,1975,1985,810.0,2.0,2.0,363460,1
Residential,Duplex,Good,,Fair,1975,1999,810.0,2.0,2.0,400060,1
Residential,Single Family Dwelling,Average,,Average,1964,1974,2133.0,3.0,2.0,523070,1
Residential,Single Family Dwelling,Average,,Average,1976,1981,3030.0,4.0,2.0,666960,1
Residential,Single Family Dwelling,Average,,Fair,1935,1956,1442.0,2.0,2.0,346300,1
Residential,Single Family Dwelling,Average,,Fair,1962,1962,795.0,2.0,1.0,252780,1
Residential,Single Family Dwelling,Average,,Fair,1962,1974,1140.0,3.0,1.0,301620,1
Residential,Single Family Dwelling,Average,,Fair,1950,1965,1001.0,2.0,1.0,307580,1
Residential,Duplex,Average,,Average,1996,1996,1854.0,4.0,2.0,517720,1
Residential,Single Family Dwelling,Average,,Fair,1955,1975,1178.0,0.0,2.0,319030,1
Residential,Single Family Dwelling,Average,,Fair,1956,1968,1192.0,3.0,1.0,321970,1
Residential,Single Family Dwelling,Average,,Fair,1972,1989,1470.0,4.0,2.0,343060,1
Residential,Single Family Dwelling,Average,,Fair,1935,1976,1422.0,4.0,2.0,343790,1
Residential,Single Family Dwelling,Below Average,,Fair,1955,1968,949.0,3.0,1.0,200360,1
Residential,Single Family Dwelling,Average,,Fair,1958,1976,1804.0,3.0,2.0,417220,1
Residential,Duplex,Average,,Fair,1969,1976,1960.0,3.0,2.0,503170,1
Residential,Single Family Dwelling,Average,,Fair,1971,1977,1262.0,3.0,2.0,334950,1
Residential,Duplex,Below Average,,Fair,1956,1977,2112.0,6.0,4.0,302700,1
Residential,Duplex,Average,,Average,1937,2005,2632.0,5.0,4.0,656400,1
Residential,Single Family Dwelling,Average,,Average,1929,1971,2318.0,4.0,3.0,546470,1
Residential,Single Family Dwelling,Average,,Fair,1940,1985,1958.0,3.0,2.0,434740,1
Residential,Single Family Dwelling,Below Average,,Fair,1928,1975,1980.0,0.0,2.0,312430,1
